source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,noteworthy_env_cond,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample
EMOBON_HCMR-1_Wa_45,EMO BON HCMR-1 Wa 220304 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-03-04,HCMR-1_Wa_220304,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-03-04,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_46,EMO BON HCMR-1 Wa 220304 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-03-04,HCMR-1_Wa_220304,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-03-04,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_47,EMO BON HCMR-1 Wa 220304 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-03-04,HCMR-1_Wa_220304,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-03-04,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_48,EMO BON HCMR-1 Wa 220304 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-03-04,HCMR-1_Wa_220304,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-03-04,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_49,EMO BON HCMR-1 Wa 220505 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,1,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_50,EMO BON HCMR-1 Wa 220505 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,2,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_51,EMO BON HCMR-1 Wa 220505 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,3,30.0,2.5,0.2-3,3.0,200.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_52,EMO BON HCMR-1 Wa 220505 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,4,30.0,2.5,0.2-3,3.0,200.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_53,EMO BON HCMR-1 Wa 220505 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,1,30.0,1.5,3-200,0.2,3.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_54,EMO BON HCMR-1 Wa 220505 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,2,30.0,1.5,3-200,0.2,3.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_55,EMO BON HCMR-1 Wa 220505 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,3,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_56,EMO BON HCMR-1 Wa 220505 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,4,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_57,EMO BON HCMR-1 Wa 220505 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_58,EMO BON HCMR-1 Wa 220505 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_59,EMO BON HCMR-1 Wa 220505 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_60,EMO BON HCMR-1 Wa 220505 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-05-05 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-05-05,HCMR-1_Wa_220505,Vaso Terzoglou,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-05-05,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_61,EMO BON HCMR-1 Wa 220623 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_62,EMO BON HCMR-1 Wa 220623 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_63,EMO BON HCMR-1 Wa 220623 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,0.2-3,3.0,200.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_64,EMO BON HCMR-1 Wa 220623 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,0.2-3,3.0,200.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_65,EMO BON HCMR-1 Wa 220623 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,3-200,0.2,3.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_66,EMO BON HCMR-1 Wa 2206230.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,3-200,0.2,3.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_67,EMO BON HCMR-1 Wa 220623 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_68,EMO BON HCMR-1 Wa 220623 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_69,EMO BON HCMR-1 Wa 220623 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_70,EMO BON HCMR-1 Wa 220623 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_71,EMO BON HCMR-1 Wa 220623 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_72,EMO BON HCMR-1 Wa 220623 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-06-23 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-06-23,HCMR-1_Wa_220623,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-06-23,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_73,EMO BON HCMR-1 Wa 220915 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_74,EMO BON HCMR-1 Wa 220915 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_75,EMO BON HCMR-1 Wa 220915 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,3,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_76,EMO BON HCMR-1 Wa 220915 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,4,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_77,EMO BON HCMR-1 Wa 220915 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_78,EMO BON HCMR-1 Wa 220915 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_79,EMO BON HCMR-1 Wa 220915 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,3,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_80,EMO BON HCMR-1 Wa 220915 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,4,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_81,EMO BON HCMR-1 Wa 220915 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_82,EMO BON HCMR-1 Wa 220915 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_83,EMO BON HCMR-1 Wa 220915 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_84,EMO BON HCMR-1 Wa 220915 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-09-15 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-09-15,HCMR-1_Wa_220915,Vaso Terzoglou,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-09-15,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_85,EMO BON HCMR-1 Wa 221027 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_86,EMO BON HCMR-1 Wa 221027 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_87,EMO BON HCMR-1 Wa 2221027 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,3,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_88,EMO BON HCMR-1 Wa 221027 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,4,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_89,EMO BON HCMR-1 Wa 221027 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
